facility_id,facility_name,primary_sector,emissions_2023,label
1003902,CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS,Metals,275194.204,CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS [1003902] -- Metals
1005344,CHAPARRAL STEEL MIDLOTHIAN PLANT,Metals,272960.996,CHAPARRAL STEEL MIDLOTHIAN PLANT [1005344] -- Metals
1000408,University of Michigan,Other,272741.22,University of Michigan [1000408] -- Other
1000141,Blue Spruce Energy Center,Power Plants,269797.034,Blue Spruce Energy Center [1000141] -- Power Plants
1007937,Arconic US LLC,Metals,269182.836,Arconic US LLC [1007937] -- Metals
1001810,GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT,Power Plants,269151.47,GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT [1001810] -- Power Plants
1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,Petroleum and Natural Gas Systems,267285.636,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT [1005848] -- Petroleum and Natural Gas Systems
1011449,BKK Corporation,Waste,266287,BKK Corporation [1011449] -- Waste
1000246,Frank M Tait Station,Power Plants,263255.416,Frank M Tait Station [1000246] -- Power Plants
1000580,MEDICAL AREA TOTAL ENERGY PLANT,Power Plants,263147.694,MEDICAL AREA TOTAL ENERGY PLANT [1000580] -- Power Plants
1000901,Hunlock Creek Energy Center,Power Plants,262323.728,Hunlock Creek Energy Center [1000901] -- Power Plants
1007989,WASTE MANAGEMENT DISPOSAL SERVICES OF OREGON,Waste,260629.244,WASTE MANAGEMENT DISPOSAL SERVICES OF OREGON [1007989] -- Waste
1006256,PACKAGING CORPORATION OF AMERICA,Pulp and Paper,260455.616,PACKAGING CORPORATION OF AMERICA [1006256] -- Pulp and Paper
1007875,BALDWIN COUNTY SOLID WASTE,Waste,259617.75,BALDWIN COUNTY SOLID WASTE [1007875] -- Waste
1000165,Purdue University-Wade Utility,Other,259287.628,Purdue University-Wade Utility [1000165] -- Other
1000325,"Indorama Ventures, Xylenes and PTA, LLC",Chemicals,258727.234,"Indorama Ventures, Xylenes and PTA, LLC [1000325] -- Chemicals"
1004233,"Atlantis, MMS Platform ID 02481, Complex ID 1223-1",Petroleum and Natural Gas Systems,256467.728,"Atlantis, MMS Platform ID 02481, Complex ID 1223-1 [1004233] -- Petroleum and Natural Gas Systems"
1000166,"WestRock Kraft Paper, LLC",Pulp and Paper,255718.376,"WestRock Kraft Paper, LLC [1000166] -- Pulp and Paper"
1002521,King Ranch Gas Plant,Natural Gas and Natural Gas Liquids Suppliers,254984.188,King Ranch Gas Plant [1002521] -- Natural Gas and Natural Gas Liquids Suppliers
1000605,Borger Carbon Black Plant,Chemicals,254319.144,Borger Carbon Black Plant [1000605] -- Chemicals
1000682,Eckert Station,Power Plants,254165.808,Eckert Station [1000682] -- Power Plants
1008037,GULFSTREAM STATION 410 (a.k.a. STATION 100),Petroleum and Natural Gas Systems,254120.568,GULFSTREAM STATION 410 (a.k.a. STATION 100) [1008037] -- Petroleum and Natural Gas Systems
1003555,"Thunder Horse, MMS Platform ID 02481, Complex ID 1101-1",Petroleum and Natural Gas Systems,251340.33,"Thunder Horse, MMS Platform ID 02481, Complex ID 1101-1 [1003555] -- Petroleum and Natural Gas Systems"
1006185,Trident,Minerals,250489.474,Trident [1006185] -- Minerals
1005114,COLUMBIAN CHEMICALS CO - NORTH BEND PLANT,Chemicals,249372.008,COLUMBIAN CHEMICALS CO - NORTH BEND PLANT [1005114] -- Chemicals
1002251,"Big Escambia Creek Gas Production, Treating and Processing Facility (BEC)",Natural Gas and Natural Gas Liquids Suppliers,248983.27,"Big Escambia Creek Gas Production, Treating and Processing Facility (BEC) [1002251] -- Natural Gas and Natural Gas Liquids Suppliers"
1002730,Rhea County Landfill,Waste,248100.5,Rhea County Landfill [1002730] -- Waste
1008001,"VI WATER AND POWER AUTHORITY, Richmond Plant",Power Plants,245183.984,"VI WATER AND POWER AUTHORITY, Richmond Plant [1008001] -- Power Plants"
1002708,CLEARWATER PAPER CORP-CYPRESS BEND MILL,Pulp and Paper,244831.91,CLEARWATER PAPER CORP-CYPRESS BEND MILL [1002708] -- Pulp and Paper
1005777,NUCOR STEEL - UTAH,Metals,243502.736,NUCOR STEEL - UTAH [1005777] -- Metals
1009805,"Micron Technology, Inc.",Other,243398.1534487,"Micron Technology, Inc. [1009805] -- Other"
1006287,CONTINENTAL CARBON Ponca City Plant,Chemicals,242044.924,CONTINENTAL CARBON Ponca City Plant [1006287] -- Chemicals
1002268,LEE COUNTY SOLID WASTE RESOURCE RECOVERY FACILITY,Waste,241749.482,LEE COUNTY SOLID WASTE RESOURCE RECOVERY FACILITY [1002268] -- Waste
1009709,Mosaic New Wales Facility,Chemicals,241417.776,Mosaic New Wales Facility [1009709] -- Chemicals
1001807,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",Pulp and Paper,239187.204,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL [1001807] -- Pulp and Paper"
1003669,Cleveland-Cliffs Minorca Mine,Metals,238238.308,Cleveland-Cliffs Minorca Mine [1003669] -- Metals
1000604,Big Spring Carbon Black Plant,Chemicals,237338.688,Big Spring Carbon Black Plant [1000604] -- Chemicals
1001262,Merck Sharp & Dohme LLC,Chemicals,236624.858,Merck Sharp & Dohme LLC [1001262] -- Chemicals
1005784,Port Jefferson Energy Center,Power Plants,236516.784,Port Jefferson Energy Center [1005784] -- Power Plants
1004014,Jefferson County Landfill No.1,Waste,236177.25,Jefferson County Landfill No.1 [1004014] -- Waste
1003676,ROOSEVELT REGIONAL LANDFILL,Waste,235650.15,ROOSEVELT REGIONAL LANDFILL [1003676] -- Waste
1002725,Port Inland Plant,Minerals,235535.632,Port Inland Plant [1002725] -- Minerals
1005179,COVANTA HAVERHILL INC,Waste,235182.938,COVANTA HAVERHILL INC [1005179] -- Waste
1006844,Aera Energy Anderson Fitzgerald,Petroleum and Natural Gas Systems,234803.316,Aera Energy Anderson Fitzgerald [1006844] -- Petroleum and Natural Gas Systems
1002264,SAN JUAN GAS PLANT,Petroleum and Natural Gas Systems,233828.766,SAN JUAN GAS PLANT [1002264] -- Petroleum and Natural Gas Systems
1000273,"GP Big Island, LLC",Pulp and Paper,233196.34310193267,"GP Big Island, LLC [1000273] -- Pulp and Paper"
1006885,Sylvamo Ticonderoga Mill,Pulp and Paper,231764.438,Sylvamo Ticonderoga Mill [1006885] -- Pulp and Paper
1002771,LOGAN ALUMINUM INC,Metals,230179.684,LOGAN ALUMINUM INC [1002771] -- Metals
1004640,GRAIN PROCESSING CORP,Other,229632.908,GRAIN PROCESSING CORP [1004640] -- Other
1007856,Monarch Hill,Waste,227425.158,Monarch Hill [1007856] -- Waste
1001243,Indeck-Corinth Energy Center,Power Plants,226907.66,Indeck-Corinth Energy Center [1001243] -- Power Plants
1001268,KIAC Cogeneration,Power Plants,223890.168,KIAC Cogeneration [1001268] -- Power Plants
1005641,LINAM RANCH GAS PLANT,Injection of CO2,222121.942,LINAM RANCH GAS PLANT [1005641] -- Injection of CO2
1006978,CITY OF GREENSBORO WHITE STREET LANDFILL,Waste,220459.75,CITY OF GREENSBORO WHITE STREET LANDFILL [1006978] -- Waste
1003508,SANDERS LEAD COMPANY INCORPORATED,Metals,219877.02,SANDERS LEAD COMPANY INCORPORATED [1003508] -- Metals
1000623,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,Waste,219463.264,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY [1000623] -- Waste
1002958,NUCOR STEEL HERTFORD COUNTY,Metals,216464.492,NUCOR STEEL HERTFORD COUNTY [1002958] -- Metals
1002761,KERN RIVER GAS TRANSMISSION COMPANY: MUDDY CREEK COMPRESSOR STATION,Petroleum and Natural Gas Systems,215565.596,KERN RIVER GAS TRANSMISSION COMPANY: MUDDY CREEK COMPRESSOR STATION [1002761] -- Petroleum and Natural Gas Systems
1002943,"BARGATH, INC.- PARACHUTE",Petroleum and Natural Gas Systems,215169.31,"BARGATH, INC.- PARACHUTE [1002943] -- Petroleum and Natural Gas Systems"
1006267,WHEELABRATOR MILLBURY INC,Waste,215001.77,WHEELABRATOR MILLBURY INC [1006267] -- Waste
1005002,SHOUP GAS PROCESSING AND FRACTIONATION PLANT,Natural Gas and Natural Gas Liquids Suppliers,214027.554,SHOUP GAS PROCESSING AND FRACTIONATION PLANT [1005002] -- Natural Gas and Natural Gas Liquids Suppliers
1005928,LARIMER COUNTY LANDFILL,Waste,213903.498,LARIMER COUNTY LANDFILL [1005928] -- Waste
1004259,STRUCTURAL METALS INC,Metals,213757.176,STRUCTURAL METALS INC [1004259] -- Metals
1006899,MCCARTY ROAD LANDFILL TX,Waste,210801.75,MCCARTY ROAD LANDFILL TX [1006899] -- Waste
1002756,"Waupaca Foundry, Inc.",Metals,210470.59,"Waupaca Foundry, Inc. [1002756] -- Metals"
1005338,STEEL DUST RECYCLING LLC,Metals,209664.228,STEEL DUST RECYCLING LLC [1005338] -- Metals
1006282,WHEELABRATOR FALLS,Waste,209656.1,WHEELABRATOR FALLS [1006282] -- Waste
1002795,ARCONIC TENNESSEE OPERATIONS,Metals,208741.964,ARCONIC TENNESSEE OPERATIONS [1002795] -- Metals
1005938,"New-Indy Ontario, LLC",Pulp and Paper,207409.82,"New-Indy Ontario, LLC [1005938] -- Pulp and Paper"
1001589,Cana Gas Plant,Petroleum and Natural Gas Systems,207285.244,Cana Gas Plant [1001589] -- Petroleum and Natural Gas Systems
1002078,Opal Gas Plant,Natural Gas and Natural Gas Liquids Suppliers,206701.572,Opal Gas Plant [1002078] -- Natural Gas and Natural Gas Liquids Suppliers
1005501,"University of California, Los Angeles",Other,204920.628,"University of California, Los Angeles [1005501] -- Other"
1000402,University of Florida Cogeneration Plant,Power Plants,203558.444,University of Florida Cogeneration Plant [1000402] -- Power Plants
1010661,Decatur-Morgan County Regional MSW Landfill,Waste,203107.75,Decatur-Morgan County Regional MSW Landfill [1010661] -- Waste
1003819,UNIVERSITY OF MN - TWIN CITIES,Other,202750.912,UNIVERSITY OF MN - TWIN CITIES [1003819] -- Other
1001967,Valero Renewable Fuels LLC Charles City,Other,201940.04,Valero Renewable Fuels LLC Charles City [1001967] -- Other
1003779,VALERO RENEWABLE FUELS LLC,Other,201939.44,VALERO RENEWABLE FUELS LLC [1003779] -- Other
1007273,Ahlstrom Mosinee LLC,Pulp and Paper,201414.518,Ahlstrom Mosinee LLC [1007273] -- Pulp and Paper
1006397,Vitro Flat Glass LLC,Minerals,200574.376,Vitro Flat Glass LLC [1006397] -- Minerals
1007874,NIKISKI CO-GENERATION,Power Plants,200394.796,NIKISKI CO-GENERATION [1007874] -- Power Plants
1005920,HILLSBOROUGH COUNTY RESOURCE RECOVERY FACILITY,Waste,200218.128,HILLSBOROUGH COUNTY RESOURCE RECOVERY FACILITY [1005920] -- Waste
1000282,"DTE Calvert City, LLC",Power Plants,199368.2,"DTE Calvert City, LLC [1000282] -- Power Plants"
1002471,Tessman Road Landfill,Waste,198476,Tessman Road Landfill [1002471] -- Waste
1007411,PG&E HUMBOLDT BAY,Power Plants,198006.494,PG&E HUMBOLDT BAY [1007411] -- Power Plants
1005353,ABERDEEN ENERGY LLC,Other,197928.404,ABERDEEN ENERGY LLC [1005353] -- Other
1000035,THE ANDERSONS MARATHON HOLDINGS LLC,Other,197846.056,THE ANDERSONS MARATHON HOLDINGS LLC [1000035] -- Other
1002989,Valero Bloominburg Plant,Other,196763.96,Valero Bloominburg Plant [1002989] -- Other
1004085,Fuyao Glass Illinois Inc.,Minerals,196678.496,Fuyao Glass Illinois Inc. [1004085] -- Minerals
1005899,COUNTRYMARK REFINING & LOGISTICS LLC,Petroleum Product Suppliers,196503.088,COUNTRYMARK REFINING & LOGISTICS LLC [1005899] -- Petroleum Product Suppliers
1004079,Poet Biorefining Fairbank LLC,Other,196145.312,Poet Biorefining Fairbank LLC [1004079] -- Other
1003223,Florida River Gas Processing Facility,Petroleum and Natural Gas Systems,196109.25,Florida River Gas Processing Facility [1003223] -- Petroleum and Natural Gas Systems
1001684,Francisco Underground Mine,Other,195940.45,Francisco Underground Mine [1001684] -- Other
1002379,Valero Fort Dodge Plant,Other,195687.464,Valero Fort Dodge Plant [1002379] -- Other
1005090,WEST DAVIES COUNTY LANDFILL,Waste,195321.75,WEST DAVIES COUNTY LANDFILL [1005090] -- Waste
1000463,Bluffview Power Plant,Power Plants,195224.276,Bluffview Power Plant [1000463] -- Power Plants
1007396,Venice Gas Plant,Petroleum and Natural Gas Systems,194855.23997796973,Venice Gas Plant [1007396] -- Petroleum and Natural Gas Systems
1002679,MC 807 A,Petroleum and Natural Gas Systems,194360.752,MC 807 A [1002679] -- Petroleum and Natural Gas Systems
1002995,"LITTLE SIOUX CORN PROCESSORS, LLC",Other,193903.82,"LITTLE SIOUX CORN PROCESSORS, LLC [1002995] -- Other"
1003533,Borger Carbon Black Plant,Chemicals,193500.624,Borger Carbon Black Plant [1003533] -- Chemicals
1004276,CHS-Rochelle,Other,192859.218,CHS-Rochelle [1004276] -- Other
1000236,Portside Energy,Power Plants,192858.224,Portside Energy [1000236] -- Power Plants
1002690,Valero Hartley Plant,Other,192779.224,Valero Hartley Plant [1002690] -- Other
1005969,THE ANDERSONS MARATHON HOLDINGS LLC,Other,191801.328,THE ANDERSONS MARATHON HOLDINGS LLC [1005969] -- Other
1002583,NOVELIS CORPORATION,Metals,191768.192,NOVELIS CORPORATION [1002583] -- Metals
1005766,Dyno Nobel,Chemicals,190239.436,Dyno Nobel [1005766] -- Chemicals
1007695,NUCOR STEEL NEBRASKA,Metals,190236.48,NUCOR STEEL NEBRASKA [1007695] -- Metals
1006646,US PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH,Other,189740.416,US PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH [1006646] -- Other
1005990,CATERPILLAR INC.-MAPLETON,Metals,189158.328,CATERPILLAR INC.-MAPLETON [1005990] -- Metals
1001275,Mulberry Cogeneration Facility,Power Plants,188772.9,Mulberry Cogeneration Facility [1001275] -- Power Plants
1003150,"Valero Renewable Fuels Campany LLC, dba Valero Albion Plant",Other,188635.24,"Valero Renewable Fuels Campany LLC, dba Valero Albion Plant [1003150] -- Other"
1006946,VALERO WELCOME PLANT,Other,188618.14,VALERO WELCOME PLANT [1006946] -- Other
1001113,Richard M Flynn (Holtsville),Power Plants,188446.808,Richard M Flynn (Holtsville) [1001113] -- Power Plants
1007605,BROOKS LANDFILL,Waste,187249.05,BROOKS LANDFILL [1007605] -- Waste
1004702,"Hankinson Renewable Energy, LLC",Other,186974.096,"Hankinson Renewable Energy, LLC [1004702] -- Other"
1003688,"STEEL DYNAMICS, INC. (SDI)",Metals,186944.324,"STEEL DYNAMICS, INC. (SDI) [1003688] -- Metals"
1009792,Microchip Technology,Other,186821.152537,Microchip Technology [1009792] -- Other
1002499,"Pilkington North America, Inc.",Minerals,186764.348,"Pilkington North America, Inc. [1002499] -- Minerals"
1002547,"THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY, THREE RIVERS REGIONAL LANDFILL",Waste,186480.25,"THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY, THREE RIVERS REGIONAL LANDFILL [1002547] -- Waste"
1007946,NUCOR STEEL DARLINGTON,Metals,185444.564,NUCOR STEEL DARLINGTON [1007946] -- Metals
1000872,GUARDIAN ENERGY LLC,Other,184615.104,GUARDIAN ENERGY LLC [1000872] -- Other
1006785,ARMSTRONG CEMENT & SUPPLY,Minerals,184560.81,ARMSTRONG CEMENT & SUPPLY [1006785] -- Minerals
1002356,ONE EARTH ENERGY LLC,Other,184415.256,ONE EARTH ENERGY LLC [1002356] -- Other
1005386,Glacial Lakes Energy,Other,183158.16,Glacial Lakes Energy [1005386] -- Other
1005832,NUCOR STEEL-TEXAS,Metals,181047.508,NUCOR STEEL-TEXAS [1005832] -- Metals
1006469,PATRIOT RENEWABLE FUELS LLC,Other,180858.968,PATRIOT RENEWABLE FUELS LLC [1006469] -- Other
1003834,"POET Biorefining- Menlo, LLC",Other,180626.02,"POET Biorefining- Menlo, LLC [1003834] -- Other"
1004946,Gulf South Pipeline - Tallulah Station,Petroleum and Natural Gas Systems,180040.038,Gulf South Pipeline - Tallulah Station [1004946] -- Petroleum and Natural Gas Systems
1002067,AGP SOY/CORN PROCESSING,Other,179938.462,AGP SOY/CORN PROCESSING [1002067] -- Other
1006045,Commonwealth Rolled Products,Metals,179883.072,Commonwealth Rolled Products [1006045] -- Metals
1006772,ONONDAGA CO RESOURCE RECOVERY FACILITY,Waste,179377.916,ONONDAGA CO RESOURCE RECOVERY FACILITY [1006772] -- Waste
1005758,MICHIGAN SUGAR COMPANY - Bay City,Minerals,179043.442,MICHIGAN SUGAR COMPANY - Bay City [1005758] -- Minerals
1006307,CALCASIEU REFINING COMPANY,Petroleum Product Suppliers,177038.456,CALCASIEU REFINING COMPANY [1006307] -- Petroleum Product Suppliers
1007341,ANCHORAGE REGIONAL LANDFILL,Waste,175759.3,ANCHORAGE REGIONAL LANDFILL [1007341] -- Waste
1000766,59th Street,Power Plants,174671.338,59th Street [1000766] -- Power Plants
1002098,GREEN BAY PACKAGING/ARK KRAFT,Pulp and Paper,174441.756,GREEN BAY PACKAGING/ARK KRAFT [1002098] -- Pulp and Paper
1003970,"POET Biorefining Shell Rock, LLC.",Other,174101.044,"POET Biorefining Shell Rock, LLC. [1003970] -- Other"
1005626,BIG RIVER UNITED ENERGY LLC,Other,174051.244,BIG RIVER UNITED ENERGY LLC [1005626] -- Other
1003781,Orange Carbon Black Plant,Chemicals,173739.456,Orange Carbon Black Plant [1003781] -- Chemicals
1001046,Empire District Elec Co Energy Ctr,Power Plants,173513.962,Empire District Elec Co Energy Ctr [1001046] -- Power Plants
1007884,COVANTA PLYMOUTH RENEWABLE ENERGY LLC,Waste,173114.784,COVANTA PLYMOUTH RENEWABLE ENERGY LLC [1007884] -- Waste
1002041,Linde Inc.,Chemicals,172965.6,Linde Inc. [1002041] -- Chemicals
1001718,GALLO GLASS COMPANY,Minerals,172272.508,GALLO GLASS COMPANY [1001718] -- Minerals
1006647,YORK COUNTY RESOURCE RECOVERY,Waste,171809.556,YORK COUNTY RESOURCE RECOVERY [1006647] -- Waste
1006787,BIG RIVER RESOURCES GALVA LLC,Other,171304.904,BIG RIVER RESOURCES GALVA LLC [1006787] -- Other
1007887,Richland Peaking Station,Power Plants,170328.368,Richland Peaking Station [1007887] -- Power Plants
1001270,Nissequogue Cogen,Power Plants,169743.418,Nissequogue Cogen [1001270] -- Power Plants
1005327,AMERICAN CAST IRON PIPE CO,Metals,169389.734,AMERICAN CAST IRON PIPE CO [1005327] -- Metals
1004036,CARPENTER TECHNOLOGY,Metals,168154.952,CARPENTER TECHNOLOGY [1004036] -- Metals
1001863,"WAUPACA FOUNDRY, INC-PLANTS 2 & 3",Metals,167495.51,"WAUPACA FOUNDRY, INC-PLANTS 2 & 3 [1001863] -- Metals"
1002882,"CARDINAL ETHANOL, LLC",Other,166670.372,"CARDINAL ETHANOL, LLC [1002882] -- Other"
1002548,DOW SILICONES CORPORATION,Chemicals,166597.174,DOW SILICONES CORPORATION [1002548] -- Chemicals
1005564,WESTLAKE STYRENE LLC - STYRENE MONOMER PRODUCTION FACILITY,Chemicals,166186.924,WESTLAKE STYRENE LLC - STYRENE MONOMER PRODUCTION FACILITY [1005564] -- Chemicals
1004795,Hennepin Energy Recovery Center,Waste,166043.388,Hennepin Energy Recovery Center [1004795] -- Waste
1001945,ARCHER DANIELS MIDLAND,Other,165658.676,ARCHER DANIELS MIDLAND [1001945] -- Other
1005706,"Domtar Paper Company, LLC",Pulp and Paper,165410.37,"Domtar Paper Company, LLC [1005706] -- Pulp and Paper"
1004274,FutureFuel Chemical Company,Chemicals,164909.444,FutureFuel Chemical Company [1004274] -- Chemicals
1002443,BIG RIVER RESOURCES WEST BURLINGTON LLC,Other,164882.98,BIG RIVER RESOURCES WEST BURLINGTON LLC [1002443] -- Other
1002073,"POET- Biorefining Fairmont, LLC",Other,164763.08,"POET- Biorefining Fairmont, LLC [1002073] -- Other"
1004861,"Alto ICP, LLC",Other,163962.286,"Alto ICP, LLC [1004861] -- Other"
1003855,LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC,Other,163738.684,LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC [1003855] -- Other
1006637,CARGILL INCORPORATED,Other,163392.826,CARGILL INCORPORATED [1006637] -- Other
1003380,Cleveland-Cliffs Warren,Metals,162965.476,Cleveland-Cliffs Warren [1003380] -- Metals
1003943,GREIF RIVERVILLE LLC,Pulp and Paper,162500.74,GREIF RIVERVILLE LLC [1003943] -- Pulp and Paper
1007325,"Emery Oleochemicals, LLC",Chemicals,162084.04,"Emery Oleochemicals, LLC [1007325] -- Chemicals"
1002612,UNIVERSITY OF CALIFORNIA SAN DIEGO,Other,161282.544,UNIVERSITY OF CALIFORNIA SAN DIEGO [1002612] -- Other
1007677,Lancaster Waste to Energy Facility,Waste,160651.186,Lancaster Waste to Energy Facility [1007677] -- Waste
1004442,Air Products LLC - Corpus Christi,Chemicals,160648,Air Products LLC - Corpus Christi [1004442] -- Chemicals
1000595,LAS VEGAS GENERATING STATION,Power Plants,160582.704,LAS VEGAS GENERATING STATION [1000595] -- Power Plants
1002628,DISCOVERY PRODUCER SERVICES LLC - LAROSE GAS PROCESSING PLANT,Petroleum and Natural Gas Systems,160416.162,DISCOVERY PRODUCER SERVICES LLC - LAROSE GAS PROCESSING PLANT [1002628] -- Petroleum and Natural Gas Systems
1004375,CARMEUSE LIME & STONE ROCKWELL OPERATION,Minerals,160190.21,CARMEUSE LIME & STONE ROCKWELL OPERATION [1004375] -- Minerals
1004511,ABC COKE,Metals,159778.754,ABC COKE [1004511] -- Metals
1000089,AdvanSix Resins & Chemicals LLC,Chemicals,159664.5,AdvanSix Resins & Chemicals LLC [1000089] -- Chemicals
1006534,"POET Biorefining- Arthur, LLC",Other,159569.9,"POET Biorefining- Arthur, LLC [1006534] -- Other"
1001437,MAUI ELECTRIC CO (MECO) - KAHULUI GENERATING STATION,Power Plants,159451.61,MAUI ELECTRIC CO (MECO) - KAHULUI GENERATING STATION [1001437] -- Power Plants
1004041,TWIN CHIMNEYS LANDFILL,Waste,159378.28,TWIN CHIMNEYS LANDFILL [1004041] -- Waste
1002863,DALTON WHITFIELD REGIONAL SW MANAGEMENT,Waste,159268,DALTON WHITFIELD REGIONAL SW MANAGEMENT [1002863] -- Waste
1003716,"Ferroglobe USA Bridgeport, LLC, FKA-TENNESSEE ALLOYS CORPORATION",Metals,158997.676,"Ferroglobe USA Bridgeport, LLC, FKA-TENNESSEE ALLOYS CORPORATION [1003716] -- Metals"
1007440,Matlock Bend Landfill,Waste,158421.5,Matlock Bend Landfill [1007440] -- Waste
1002674,PROCTER & GAMBLE PAPER PRODUCTS CO,Pulp and Paper,157540.756,PROCTER & GAMBLE PAPER PRODUCTS CO [1002674] -- Pulp and Paper
1002452,Vicinity Energy Kansas City,Power Plants,156989.608,Vicinity Energy Kansas City [1002452] -- Power Plants
1004459,WYOMING REFINING COMPANY,Petroleum Product Suppliers,156346.336,WYOMING REFINING COMPANY [1004459] -- Petroleum Product Suppliers
1002478,PINE RIDGE LANDFIL,Waste,155632.25,PINE RIDGE LANDFIL [1002478] -- Waste
1001981,"EPNG Station 6312 Cornudas, TX",Petroleum and Natural Gas Systems,155359.618,"EPNG Station 6312 Cornudas, TX [1001981] -- Petroleum and Natural Gas Systems"
1005693,WEST BISTINEAU FACILITY,Petroleum and Natural Gas Systems,155328.952,WEST BISTINEAU FACILITY [1005693] -- Petroleum and Natural Gas Systems
1004071,CONTINENTAL CARBON Sunray Plant,Chemicals,155210.972,CONTINENTAL CARBON Sunray Plant [1004071] -- Chemicals
1004749,"P4 Production, LLC",Petroleum and Natural Gas Systems,154569.774,"P4 Production, LLC [1004749] -- Petroleum and Natural Gas Systems"
1000507,Salinas River Cogeneration Facility,Other,154020.98,Salinas River Cogeneration Facility [1000507] -- Other
1007994,BOISE WHITE PAPER LLC,Pulp and Paper,153116.758,BOISE WHITE PAPER LLC [1007994] -- Pulp and Paper
1006364,GREEN PLAINS OBION LLC,Other,152666.976,GREEN PLAINS OBION LLC [1006364] -- Other
1004544,"ROLLING MEADOWS LANDFILL, INC.",Waste,151944,"ROLLING MEADOWS LANDFILL, INC. [1004544] -- Waste"
1002964,City of Wichita Falls Landfill,Waste,151475.5,City of Wichita Falls Landfill [1002964] -- Waste
1002627,ABSOLUTE ENERGY LLC,Other,151260.98,ABSOLUTE ENERGY LLC [1002627] -- Other
1000298,Sylvarena Generating Plant,Power Plants,151232.588,Sylvarena Generating Plant [1000298] -- Power Plants
1003691,NEWTON COUNTY LANDFILL,Waste,150743.248,NEWTON COUNTY LANDFILL [1003691] -- Waste
1003865,CITY OF MIDLAND MUNICIPAL SOLID WASTE FACILITY,Waste,149628.24,CITY OF MIDLAND MUNICIPAL SOLID WASTE FACILITY [1003865] -- Waste
1001535,C. C. Perry K Steam Plant,Power Plants,149323.204,C. C. Perry K Steam Plant [1001535] -- Power Plants
1002011,KIMBERLY CLARK CORPORATION,Pulp and Paper,148672.338,KIMBERLY CLARK CORPORATION [1002011] -- Pulp and Paper
1007232,Cornell University Ithaca Campus,Other,148239.89,Cornell University Ithaca Campus [1007232] -- Other
1004790,UNIV OF IOWA MAIN PWR PLANT,Other,148015.812,UNIV OF IOWA MAIN PWR PLANT [1004790] -- Other
1007658,US OIL & REFINING TACOMA,Petroleum Product Suppliers,148011.92,US OIL & REFINING TACOMA [1007658] -- Petroleum Product Suppliers
1006325,CLEVELAND-CLIFFS RIVERDALE LLC,Metals,147555.848,CLEVELAND-CLIFFS RIVERDALE LLC [1006325] -- Metals
1000869,KIMBERLY CLARK PA LLC/CHESTER OPR,Pulp and Paper,147528.944,KIMBERLY CLARK PA LLC/CHESTER OPR [1000869] -- Pulp and Paper
1006463,RED DOG OPERATIONS MINE FACILITY,Other,146931.594,RED DOG OPERATIONS MINE FACILITY [1006463] -- Other
1006223,BIG RIVER LANDFILL,Waste,146861.25,BIG RIVER LANDFILL [1006223] -- Waste
1006957,MONTGOMERY CITY OF,Waste,146547,MONTGOMERY CITY OF [1006957] -- Waste
1006634,City of Irving/ Hunter Ferrell Landfill,Waste,146358,City of Irving/ Hunter Ferrell Landfill [1006634] -- Waste
1001865,SOUTHWEST IOWA RENEWABLE ENERGY,Other,145412.952,SOUTHWEST IOWA RENEWABLE ENERGY [1001865] -- Other
1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Waste,145410.472,CAMDEN CNTY RESOURCE RECOVERY ASSOC [1000362] -- Waste
1002611,ENERGY TRANSFER MARKETING & TERMINALS L.P. - MARCUS HOOK TERMINAL,Petroleum and Natural Gas Systems,144779.844,ENERGY TRANSFER MARKETING & TERMINALS L.P. - MARCUS HOOK TERMINAL [1002611] -- Petroleum and Natural Gas Systems
1002905,GUARDIAN INDUSTRIES CARLETON FACILITY,Minerals,144570.572,GUARDIAN INDUSTRIES CARLETON FACILITY [1002905] -- Minerals
1006608,FINCH PAPER LLC,Pulp and Paper,143973.836,FINCH PAPER LLC [1006608] -- Pulp and Paper
1000904,MORNING STAR PACKING CO (Williams),Other,143703.36,MORNING STAR PACKING CO (Williams) [1000904] -- Other
1002509,Charter Waste Landfill,Waste,143487.5,Charter Waste Landfill [1002509] -- Waste
1005825,CLEVELAND COUNTY LANDFILL,Waste,143437,CLEVELAND COUNTY LANDFILL [1005825] -- Waste
1006901,CHARTER STEEL,Metals,143250.74,CHARTER STEEL [1006901] -- Metals
